1,157.253.206.162,-74.0644034743309,4.6028195740655065,2672.9,1.375
1,157.253.206.162,-74.06444789841771,4.602836673147976,2672.9,1.625
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.06447212211788,4.602837134152651,2672.8,1.75
1,157.253.206.162,-74.064527945593,4.602945386432111,2674.6,0.875
1,157.253.206.162,-74.06453079544008,4.6029830211773515,2674.7,0.875
1,157.253.206.162,-74.06456323340535,4.603000078350306,2674.7,1.0
1,157.253.206.162,-74.06454655341804,4.602993875741959,2674.8,0.875
1,157.253.206.162,-74.06452300027013,4.602975812740624,2675.1,0.5625
1,157.253.206.162,-74.06449902802706,4.602951589040458,2675.2,0.3125
1,157.253.206.162,-74.06449299305677,4.602963491342962,2675.2,0.375
1,157.253.206.162,-74.06448419205844,4.60294752381742,2675.7,0.125
1,157.253.206.162,-74.0644743014127,4.602928915992379,2675.9,0.125
1,157.253.206.162,-74.06446382403374,4.602916385047138,2676.0,0.25
1,157.253.206.162,-74.06444421038032,4.602907793596387,2676.3,0.4375
1,157.253.206.162,-74.06443742103875,4.602892706170678,2676.9,0.5
1,157.253.206.162,-74.06442216597497,4.602884911000729,2677.0,0.5
1,157.253.206.162,-74.06442157924175,4.602871709503233,2677.8,0.5
1,157.253.206.162,-74.06443549320102,4.60284736007452,2678.4,0.625
1,157.253.206.162,-74.06446097418666,4.602859262377024,2678.7,0.6875
1,157.253.206.162,-74.06447078101337,4.60286202840507,2679.3,0.6875
1,157.253.206.162,-74.06447161920369,4.60285616107285,2679.5,0.625
1,157.253.206.162,-74.0644676797092,4.602850209921598,2679.4,0.5625
1,157.253.206.162,-74.06446114182472,4.602847904898226,2679.6,0.4375
1,157.253.206.162,-74.06444580294192,4.60283855907619,2680.4,0.4375
1,157.253.206.162,-74.06443557702005,4.602835499681532,2680.5,0.1875
1,157.253.206.162,-74.06442451290786,4.602837092243135,2681.1,0.0625
1,157.253.206.162,-74.06441370025277,4.602835248224437,2680.9,0.0
1,157.253.206.162,-74.06441370025277,4.602835248224437,2680.9,0.0
1,157.253.206.162,-74.06441370025277,4.602835248224437,2680.9,0.125
1,157.253.206.162,-74.06437673605978,4.602844845503569,2681.5,0.625
1,157.253.206.162,-74.06436424702406,4.602854233235121,2680.1,0.9375
1,157.253.206.162,-74.06435779295862,4.602860352024436,2680.0,0.8125
1,157.253.206.162,-74.06434815376997,4.602861735038459,2679.5,0.8125
1,157.253.206.162,-74.0643468964845,4.602863998152316,2679.2,0.375
1,157.253.206.162,-74.06434035860002,4.602862196043134,2679.2,0.375
1,157.253.206.162,-74.06433926895261,4.602852934040129,2679.1,0.3125
1,157.253.206.162,-74.06433926895261,4.602852934040129,2679.1,0.125
1,157.253.206.162,-74.06433926895261,4.602852934040129,2679.1,0.125
1,157.253.206.162,-74.06433926895261,4.602852934040129,2679.1,0.125
1,157.253.206.162,-74.06433926895261,4.602852934040129,2679.1,0.0625
1,157.253.206.162,-74.06435955315828,4.602837385609746,2678.2,0.4375
1,157.253.206.162,-74.06436810269952,4.602825064212084,2678.2,0.6875
1,157.253.206.162,-74.06437271274626,4.602807168848813,2678.0,0.625
1,157.253.206.162,-74.06437899917364,4.602796356193721,2677.8,0.5625
1,157.253.206.162,-74.06437581405044,4.602793254889548,2677.6,0.3125
1,157.253.206.162,-74.06437112018466,4.60278918966651,2677.3,0.3125
1,157.253.206.162,-74.06436349265277,4.602784286253154,2677.1,0.3125
1,157.253.206.162,-74.06435628421605,4.60278554353863,2676.7,0.1875
1,157.253.206.162,-74.06434169970453,4.602784621529281,2676.9,0.125
1,157.253.206.162,-74.06434169970453,4.602784621529281,2676.9,0.1875
1,157.253.206.162,-74.06431630253792,4.602785501629114,2676.7,0.5625
1,157.253.206.162,-74.06431211158633,4.602776826359332,2676.5,0.75
